"Age","Area #","Baths Full","Baths Half","Beds Total","Cooling","County","Current Price","DOM","Elementary School District","Elementary School District Code","Fireplace YN","Foundation","Garage Spaces","Heating","High School District","High School District ID","HOA Exist YN","Latitude","List Price","Listing Date","Longitude","Lot Size","Lot Size Area Min Units","MLS Number","New Construction YN","No Of Stories","Parcel Number","Parking Features","Pool YN","Postal City","Property Sub Type","Property Type","Public Remarks","Roof","Sale Date","Sale Price","Sewer Septic","Sq Ft Total","State","Status","Street Address (Full)","Table","Utilities","Walk Score","Water","Year Built","Zip Code","Zoning"
"53","5","3","0","4","Central Forced Air","Santa Clara","$888,000","12","Berryessa Union Elementary","452","Yes","Concrete Perimeter","2","Central Forced Air","East Side Union High","474","Yes","37.414394","$888,000","03/25/2017","-121.868317","6,099","Sqft","ML81643902","No","2","092-23-094","Attached","No","San Jose","Res. Single Family","Residential","Come see this one, you wont be disappointed!! Wonderful family home. Move in ready, kitchen has been completely remodeled, appliances have never been used, granite counters, plenty of beautiful new cabinets, porcelain tile on kitchen floor. All three bathrooms have been remodeled. New paint throughout. Brand new roof in March 2017. One bedroom and full bath downstairs. Two full baths upstairs. Great curb appeal, beautiful trees and easy care yard.  Large back yard with a storage shed.  Auto sprinkles in front and back. Garage has plenty of storage and a perfect work bench for your projects. HOA  is for the community pool, $15 a month. Easy access to freeways and close to the Great Mall. Open Houses Sat April 1 from 2-4  and Sunday Apr 2 from 1-4","Composition","04/04/2017","","Sewer - Public","1,625","California","Pending","2047 Limewood DR ","Residential","Public","67","Public","1964","95132","R-1-8"
"43","5","2","0","4","None","Santa Clara","$888,000","8","Berryessa Union Elementary","452","Yes","Crawl Space","2","Central Forced Air","East Side Union High","474","No","37.389215","$888,000","03/30/2017","-121.858882","6,000","Sqft","ML81644592","No","1","591-27-014","Attached","Yes","San Jose","Res. Single Family","Residential","Located in a great North Valley neighborhood, this spacious Shapell home is waiting for you.  You will immediately notice the beautiful hardwood floors which connect the living area to the full four bedrooms.   With an open floor plan, the step-down living room is highlighted by a two-way fireplace opening to the bright family room, and it also opens to your own front deck.  The separate living, family, and dining rooms provide ample space for you to entertain and relax.  You will find the upgraded kitchen a delight with its beautiful maple cabinets, gas cooktop, and over-sized double ovens.  The two updated bathrooms include a jetted tub for soaking after a long day.  Step outside and you will see how the backyard may become your favorite feature with its low-maintenance landscaping and sparkling pool.  Shopping, light rail, and freeway are also conveniently located.  With new carpet and fresh paint, you can move right in and start enjoying your new home for years to come.","Tile","04/06/2017","","Sewer - Public","1,769","California","Contingent","1172 Ironstone CT ","Residential","Public","66","Public","1974","95132","R1-8"
"64","8","2","0","4","Ceiling Fan","Santa Clara","$888,000","5","Santa Clara Unified","483","Yes","Concrete Slab","0","Central Forced Air","Santa Clara Unified","483","No","37.333726","$888,000","03/30/2017","-121.980639","5,000","Sqft","ML81644598","No","1","293-18-010","Garage - None, Parking Area","No","Santa Clara","Res. Single Family","Residential","Great opportunity to own this 4 bedroom, 2 bath, 1327 sq. ft. home on a 5,000 sq. ft. lot in highly desirable Santa Clara neighborhood within walking distance to park, Library, schools and shopping. Also close to new Apple Campus. All new interior and exterior paint and carpet. This home is just waiting for the finishing touches to make it your own.","Composition","04/03/2017","","Sewer - Public","1,327","California","Contingent","648 Woodhams RD ","Residential","Public","63","Public","1953","95051","R1"
"45","18","1","1","3","Ceiling Fan, Central Forced Air","Santa Clara","$888,000","0","Cupertino Union","455","Yes","Concrete Slab","1","Central Forced Air - Gas","Fremont Union High","475","Yes","37.317115","$888,000","04/04/2017","-121.983733","1,319","Sqft","ML81645602","No","2","381-53-042","Attached","No","San Jose","Res. Townhouse","Residential","","Composition","04/04/2017","$888,000","Sewer Connected","1,306","California","Sold","515 Blueberry TER ","Residential","Public","","Public","1972","95129","A-PD"
"40","2","2","0","4","Whole House Fan","Santa Clara","$887,000","7","Oak Grove Elementary","467","Yes","Crawl Space","2","Central Forced Air","East Side Union High","474","No","37.259560","$829,950","02/23/2017","-121.795514","6,000","Sqft","ML81639912","No","2","678-37-004","Attached","Yes","San Jose","Res. Single Family","Residential","You will love this spacious four-bedroom home, with stunning hardwood flooring throughout, and pride of ownership in every detail!  High ceilings and skylights blend perfectly with a bright and open floor plan. There's a step-down living room with gorgeous stone fireplace, and separate family room open to the kitchen.  The large remodeled kitchen is delightful, with beautiful bleached maple cabinets, including pantry cabinets.  Enjoy cooking with top line Thermidor six burner gas range with double ovens & grill.  The master bedroom suite is conveniently located downstairs with walk-in closet and three upstairs bedrooms have ceiling fans and shuttered double-door closets.  The drought tolerant plants reduce yard maintenance and there's a sparkling pool (with optional pool fence) for summer enjoyment.  In a great neighborhood with excellent schools, there are city and county parks in walking distance. It's also close to 101, 85, and shopping.  This home will bring you years of enjoyment!","Composition","03/02/2017","$887,000","Sewer - Public","1,879","California","Sold","5468 Century Plaza WAY ","Residential","Public","13","Public, Water Softener","1977","95111","R1-8"
"4","6","3","0","3","Central Forced Air","Santa Clara","$885,006","5","Milpitas Unified","479","No","Concrete Slab","2","Central Forced Air - Gas","Milpitas Unified","479","Yes","37.406428","$850,000","03/03/2017","-121.899841","1,145","Sqft","ML81640930","No","3","086-74-010","Tandem Parking","No","Milpitas","Res. Condominium","Residential","Welcome to a  luxurious life style Condominium, 3 beds and 3 baths at Harmony Village, built 2013 by D. R. Horton - America’s Builder is designed and constructed to provide homeowners energy efficient, comfortable and durable home.   Corner Unit * Upgraded Hard wood floor * Spacious Master Suite with fully Upgraded Carpet * Designed Kitchen Cabinet with Fluorescent light underneath * Upgraded island Granite Countertop * Ceiling with Recessed Lights * Two tone painting * Window Treatment* Fiberglass Bathroom 2 tub * Clear Glass with Chrome Trim added Bath#2 Tubs/Shower * Dual Panel Windows * Mater bathroom with dual Vanities * GE Refrigerator - Samsung Washer- Maytag Dryer included * Dual Zone Central Air Conditioner * Tankless Water Heater * Large balcony * 2 Car Garage Tandem * Just minutes away from Great Mall, Light Rail, Soon Opening BART Station, Freeway 680, 880 237 and 101 * Top Rate Milpitas School District.","Tile","03/31/2017","$885,006","Community Sewer/Septic","1,622","California","Sold","1828 Lee WAY ","Residential","Individual Electric Meters","37","Private/Mutual","2013","95035","R3-TO"
"52","1","2","1","3","Central Forced Air","Santa Clara","$885,000","12","Gilroy Unified","478","Yes","Concrete Perimeter","1","Central Forced Air - Gas","Gilroy Unified","478","No","37.048182","$885,000","02/17/2017","-121.532218","43,600","Sqft","ML81639372","No","1","835-22-005","Attached, Carport","Yes","Gilroy","Res. Single Family","Residential","This is a fantastic ranch style home you do not want to miss.  Boasting 3 bedrooms 2.5 bath and over 1900 sq ft, situated on 1 acre of property.  This desirable home has granite kitchen and bathroom counters, warm and rich hardwood flooring throughout, 5 year old roof, amd newer central air and heater.  Enjoy the lazy summer days in your sparkling swimming pool or explore nearby local wineries.  Solarsano Middle School and the new Christopher High School are in your school district. Enjoy boating right up the road on the lovely Coyote lake.     Private electric gate, mud room, fireplace, and so much more to this amazing home will be ready for memories for years to come!","Composition","02/28/2017","","Septic Connected, Septic Tank/Pump","1,941","California","Pending","2985 Roop RD ","Residential","Public","0","Well","1965","95020","HS-SR"
"22","3","2","1","2","Central Forced Air","Santa Clara","$885,000","7","Evergreen Elementary","456","Yes","Concrete Perimeter, Other","2","Central Forced Air, Central Forced Air - Gas","East Side Union High","474","Yes","37.284636","$875,000","02/24/2017","-121.741790","2,100","Sqft","ML81640054","No","1","665-63-001","Attached, Common Parking Area, Guest / Visitor Parking, Other","Yes","San Jose","Res. Condominium","Residential","Single level, 2043 SF, sought- after McCarty ranch 2 Bedrooms, 2.5 baths,high ceilings. Living room has gas fireplace and sliders to deck,spacious Dining has great built-ins. Cozy den. Home has wood floors, custom draperies, filtered water system in sink and refrigerator. Kitchen has roll out shelves, and is spacious. Built-ins in second BR . Heat and AC , 2 -car garage w.space for golf cart. Tons of closet space in both bedrooms. Separate Laundry room .Home has central vac.and high ceilings. The Villages Country club , a 55+ community has 550 acres of open space, 2 Golf courses, 6 tennis courts, bocce, pickle ball club, 4 swimming pools, Elegant restaurant & Bistro, 3000sf gym, Gazebo picnic area, auditorium, Library, Clubs, post office, guest rooms, 24 hr manned security, Library,weekly newspaper. cableTV , garbage, water,and insurance, building and roof maintenance, common area gardening , RV parking area, professional management and managed community activities and more.........","Concrete","03/02/2017","$885,000","Sewer - Public","2,043","California","Sold","8713 Mccarty Ranch DR ","Residential","Public","0","Public","1995","95135","R1"
"49","2","2","0","4","Ceiling Fan","Santa Clara","$885,000","7","Oak Grove Elementary","467","Yes","Concrete Perimeter","2","Central Forced Air - Gas","East Side Union High","474","Yes","37.233303","$885,000","03/31/2017","-121.798447","7,000","Sqft","ML81642898","No","1","704-21-020","Attached, Gate/Door Opener","No","San Jose","Res. Single Family","Residential","Remodeled and beautifully maintained Casa Grande home inside the Rancho Santa Teresa Swim & Racquet Club. Great curb appeal! New exterior paint, lush landscaping, paver driveway & fenced front patio, new double pane windows, custom double door entry.  The tile entry opens to the spacious living room with its vaulted ceiling, corner window, & gas fireplace.  The remodeled kitchen has maple cabinets & new appliances.  The adjoining family room has space for informal dining and has a tile floor.  The bonus room is the perfect place to relax and enjoy activities or for the children to play.  The master suite has a vaulted ceiling and 2 closets.  The master bath and hall bath are both remodeled with custom decorator tile and oak cabinets.  The other bedrooms are spacious enough for twin or king size beds.  The Club and Santa Teresa Elem school are a block away and Kaiser Med, library, shopping County Parks & Golf are nearby.  Easy access to bus, 85/101/lightrail/CalTrain.  Won't last!","Composition","","","Sewer - Public","1,735","California","Active","286 Cresta Vista WAY ","Residential","Public","46","Public","1968","95119","R1"
"63","512","2","0","3","None","San Mateo","$880,000","16","San Bruno Park Elementary","936","Yes","Concrete Slab","2","Central Forced Air - Gas","San Mateo Union High","939","No","37.627296","$849,000","02/19/2017","-122.444191","4,940","Sqft","ML81639446","No","1","017-215-220","Attached","No","San Bruno","Res. Single Family","Residential","Rollingwood Gem! This home has a open floor plan, fireplace, open kitchen with quartz countertop, recessed lighting, Jacuzzi, Solar Tube, south facing side yard, and many more to list. This home is quiet and close to 280, and it has room for personalization and touch up.","Shingle","03/06/2017","$880,000","Sewer - Public","1,110","California","Sold","1470 Sequoia AVE ","Residential","Public","17","Water On Site","1954","94066","R10006"
"52","14","2","0","3","Ceiling Fan, Central Forced Air","Santa Clara","$880,000","8","San Jose Unified","482","Yes","Concrete Perimeter","0","Central Forced Air","San Jose Unified","482","No","37.243264","$880,000","03/28/2017","-121.884200","6,693","Sqft","ML81644150","No","1","567-43-036","Carport","No","San Jose","Res. Single Family","Residential","Location, Location, Location! Perched on a large corner lot in coveted school attendance area (Los Alamitos Elementary) Quiet charming Cambrian neighborhood in close proximity to grocers Whole Foods and Trader Joe's.  Hardwood floors throughout the main living areas and bedrooms. Bright sunny kitchen that boasts updated cabinets and granite slab counters. Mountain views from corner windows in kitchen.  Large family room with wood burning fireplace, built-in bookcases and view to lush rear yard. Other features include dual pane windows, newer furnace and AC, newer fence and gate, stainless appliances, fruit trees and skylight.  Garage converted; bonus room with inside laundry and 1/2 bath permit status unknown. Bonus area also serviced by heat and AC.  Side enclosed carport at left side of home.","Wood Shakes/Shingles","04/05/2017","","Sewer - Public","1,176","California","Pending","1278 Antwerp LN ","Residential","Public","59","Public","1965","95118","R1-8"
"62","5","3","0","3","Ceiling Fan","Santa Clara","$880,000","3","Alum Rock Union Elementary","451","Yes","Concrete Perimeter and Slab","2","Central Forced Air - Gas","East Side Union High","474","No","37.381519","$880,000","04/04/2017","-121.818379","9,657","Sqft","ML81645401","No","1","599-33-046","Off-Street Parking","Yes","San Jose","Res. Single Family","Residential","Dreaming of country living? This rare find property located in an established & quiet neighborhood in the Alum Rock Canyon foothill. Walking distance to Golf Course and Alum Rock park with over 740 acres of natural, rugged, beauty provide visitors with many leisure outdoor activities including, hiking, jogging, bicycling and picnicking. Treat yourself to a resort living style in this beauty. This home features an open floor plan with a great room right off the kitchen. Open beam wood ceiling. Sparkling pool with hot tub and shower area. Extra a large lot and circular drive way with tons of parking. Hardwood throughout the home. Remodeled bathrooms with Italian Marble. Crown moulding throughout. One year old roof. Remodeled kitchen with cherry wood cabinet, single slab Italian marble island. Hand craved fireplace mantle. Italian chandelier and many many more. Open house April 8,9 from 1-4PM. Professional photos and video will be posted soon.","Composition","","","Sewer - Public","1,818","California","Active","7 Oakmore DR ","Residential","Public","21","Public","1955","95127","R1-20"
"41","11","3","0","6","None","Santa Clara","$880,000","2","San Jose Unified","482","Yes","Concrete Slab","2","Central Forced Air - Gas","San Jose Unified","482","No","37.313652","$880,000","04/05/2017","-121.831689","5,536","Sqft","ML81645525","No","","499-15-023","Attached, Enclosed, Off-Street Parking","No","San Jose","Res. Single Family","Residential","Move in condition nothing to do  remodeled and updated interior like all new paint inside and outside,new bathrooms,laminate flooring,doors.crown moldings, new appliances like microwave and electric range,excellent for a big family,board and care home or residential care home living room and huge family room with wood burning fireplace.updated kitchen granite counter tops and cherry cabinets, new roof  and low maintenance yard open house 4/8/-4/9  1-4pm","Composition","","","Sewer - Public","2,069","California","Active","2517 Zachary Way ","Residential","Individual Gas Meters, Natural Gas, Public","44","Public","1976","95121","residential"
"53","999","2","0","4","Ceiling Fan","Alameda","$880,000","2","Fremont Unified","1,307","Yes","Crawl Space","2","Central Forced Air, Wall Furnace","Fremont Unified","1,307","No","37.532245","$880,000","04/05/2017","-121.986451","6,700","Sqft","ML81645598","No","1","531-0014-063","Attached","Yes","Fremont","Res. Single Family","Residential","Spacious home with in-law suite ~ can be used as a partial primary home with rental feature. Or enjoy the amenities of a large home with open floor plan with Living room, Dining Room, and Kitchen combination. Fireplace surround in dining room adds warmth and nice design. This 3 bedroom 2 bath home, with a pool and large corner lot offers so much to be desired. Your home ownership dreams await your tasteful decor. Swimming pool summer fun with deck and landscaped yards ~ direct access to bathroom from exterior for your entertaining delight. 2 car garage, side yard access and 2 large sheds for your storage needs. A must see!","Composition, Shingle","","","Sewer - Public","1,588","California","Active","4903 Cody CT ","Residential","Individual Electric Meters, Individual Gas Meters, Public","43","Public","1964","94538","1001"
"53","5","2","0","4","Central Forced Air","Santa Clara","$879,950","1","Berryessa Union Elementary","452","Yes","Concrete Perimeter","2","Central Forced Air, Central Forced Air - Gas","East Side Union High","474","Yes","37.415139","$879,950","04/06/2017","-121.872057","6,099","Sqft","ML81644955","No","1","092-20-079","Attached, Off-Street Parking","No","San Jose","Res. Single Family","Residential","Beautiful & bright cul-de-sac house. Remodeled kitchen with granite countertop. Easy access to HWY 680, walking dist. to school/shopping. Double pane windows. HUGE backyard. Well maintained house includes new roof in 2010 includes 2 skylights & 2 sun tunnels make this home light and bright. There is an association pool just blocks away.","Composition","","","Sewer - Public","1,600","California","Active","3134 Terrywood CT ","Residential","Public","71","Public","1964","95132","R-1-8"
"64","9","1","0","3","None","Santa Clara","$879,900","1","Campbell Union Elementary","454","Yes","Concrete Slab","2","Radiant Floors","Campbell Union High","473","No","37.312115","$879,900","04/06/2017","-121.922605","5,885","Sqft","ML81645643","No","1","282-39-070","Attached","No","San Jose","Res. Single Family","Residential","Gorgeous Eichler home located in the Rose Glen neighborhood. This Eichler model was built with an attached 2 car garage, a feature not seen in most other Eichlers. The updated kitchen is spacious with plenty of cabinet and counter space. The kitchen has two skylights and lets in lots of natural light. Bathroom recently remodeled. New carpet in bedrooms. Backyard features a retractable awning with wind sensor, 6 person Sundance Altamar hot tub, and BBQ area. Radiant heating with copper piping. This lovely home is centrally located, with easy access to multiple freeways (280/880/87) and close to Santana Row.","Foam","","","Sewer - Public","1,239","California","Active","811 RICHMOND AVE ","Residential","Individual Electric Meters, Individual Gas Meters","52","Public","1953","95128","R1"
"47","5","2","0","3","None","Santa Clara","$879,800","4","Berryessa Union Elementary","452","Yes","Concrete Perimeter and Slab","2","Central Forced Air - Gas","East Side Union High","474","No","37.421405","$879,800","04/03/2017","-121.859974","6,300","Sqft","ML81645143","No","1","092-33-045","Attached","No","San Jose","Res. Single Family","Residential","Best of both worlds! Serene foothill setting just minutes from the excitement of Silicon Valley. Beautifully updated w/ spacious, open layout and separate family room - perfect for indoor/outdoor entertaining. Master suite has 2 closets and plenty of room for a king bed. Hardwood floors, dual-pane windows w/ nice views, brand new stainless steel appliances, shaker cabinets, updated baths, copper plumbing, new paint, ""popcorn"" ceilings removed, cozy fireplace, stamped concrete driveway & patio, large yard overlooking the city. Excellent Berryessa Elementary School District. Plenty of dining and shopping nearby. Convenient access to Light Rail, coming-soon BART station, hwys 680/880/237. Gorgeous rolling hills lead to open space parks for hiking, biking, horseback riding, or just relaxing. A treat to come home to.","Composition, Shingle","","","Sewer - Public","1,372","California","Active","3656 Lisbon CT ","Residential","Public","26","Public","1970","95132","R-1-8"
"86","9","1","0","2","Central Forced Air","Santa Clara","$879,000","22","San Jose Unified","482","Yes","Concrete Perimeter, Foundation Pillars, Pillars/Posts/Piers","1","Central Forced Air - Gas","San Jose Unified","482","No","37.333426","$879,000","12/27/2016","-121.907890","1,800","Sqft","ML81634300","No","1","261-01-080","Attached, Gate/Door Opener, On Street","No","San Jose","Res. Single Family","Residential","Charming Contemporary Bungalow just off The Alameda and in the emerging neighborhood with new shops and restaurants. Home has been completely redone inside and out. Kitchen has a Wolf Gas Stove and Sub Zero fridge, Shaker cabinets with wine bottle storage, under cabinets lighting, Quartz counter tops. Bamboo Flooring. Basement stairs Saltillo tile, laundry room in basement. Market indicates rents at $3000 a month.","Flat/Low Pitch, Polyurethane, Rolled Composition","","","Sewer - Public","870","California","Expired","920 W Julian ST ","Residential","Natural Gas, Public","87","Water On Site","1930","95126","CO"
"73","999","2","0","4","None","San Francisco","$879,000","2","San Francisco Unified","1,863","No","Concrete Perimeter","1","Central Forced Air","San Francisco Unified","1,863","No","37.740217","$879,000","04/05/2017","-122.503073","2,495","Sqft","ML81645604","No","2","2381-024","Attached","No","San Francisco","Res. Single Family","Residential","A Wonderful Opportunity to Own a Charming 4B/2B Outer Parkside Home. This Two-story Home features Plenty of Natural Sunlight throughout the Main Level. Each floor offers Two Bedrooms & One Bath w/ additional living space. Just a short walk to the Beach making it a Beach Dweller's Paradise within the City. Easy Access to public transportation (MUNI: L-Train & 48-Line), Sunset Boulevard and the Scenic Great Highway. Other Neighborhood Amenities include the SF Zoo, Golf Course, Coffee Shops, Shopping Centers and much more! Don't miss out on this Perfect Mix of City & Beach Living!","Composition","","","Sewer - Public","1,325","California","Active","4340 Ulloa ST ","Residential","Public","67","Public","1944","94116","RH1"
"39","1","2","0","4","Ceiling Fan, Central Forced Air","Santa Clara","$875,000","8","Morgan Hill Unified","480","Yes","Concrete Perimeter","2","Central Forced Air - Gas","Morgan Hill Unified","480","No","37.119248","$805,000","02/28/2017","-121.658478","8,118","Sqft","ML81640366","No","1","767-13-063","Attached","No","Morgan Hill","Res. Single Family","Residential","This corner lot beauty is nothing short of a masterpiece! Located in one of the most desirable neighborhoods in Morgan Hill, this incredible home has undergone an opulent, top-to-bottom remodel over the past two years. Some of the most notable improvements include: Beautiful engineered oak floors, California Closets throughout, remodeled bathrooms, recessed lighting, and crown molding. However, the real showstopper is the fully remodeled chef’s kitchen with all new appliances including a Jenn Air range, granite countertops, and all new cabinets with soft close. The home sits on a large, beautifully landscaped lot with multiple established citrus trees. Also on the lot is a very modern detached office! This home looks like it is right out of a magazine! Come see it in person before it is too late. I promise it will not disappoint!  School information found on Greatschools.com. Buyer's should verify.","Composition","03/08/2017","$875,000","Community Sewer/Septic","1,872","California","Sold","16740 Wild Oak CT ","Residential","Public","28","Public","1978","95037","R1"
"28","27","2","1","4","Central Forced Air - Gas","Alameda","$875,000","24","Hayward Unified","1,368","Yes","Other","2","Central Forced Air - Gas","Hayward Unified","1,368","No","37.654297","$875,000","03/13/2017","-122.044442","13,784","Sqft","ML81642094","No","2","081D-2086-042","Attached","No","Hayward","Res. Single Family","Residential","Great view In Hayward hills area with panoramic views of city lights and San Francisco Bay*Custom updated kitchen with granite countertop, stainless steel appliances*Family room with fire place, hardwood floor, vaulted high ceiling in living room*Nice landscaping with great view to city and the bay","Composition, Shingle","","","Sewer Connected","2,359","California","Withdrawn","27009 Fielding DR ","Residential","Public","42","Public","1989","94542","R1"
"50","27","2","0","4","None","Alameda","$875,000","13","Fremont Unified","1,307","Yes","Concrete Perimeter","2","Central Forced Air","Fremont Unified","1,307","No","37.565323","$875,000","03/23/2017","-122.026649","6,816","Sqft","ML81643640","No","1","543-0394-052","Attached","No","Fremont","Res. Single Family","Residential","Gorgeous and completely remodeled single family residence in a cul-de-sac. Four bedrooms, two baths. Fireplace in the family room, granite countertops, and beautiful hardwood floors.New carpet, windows, and paint inside and out. Recessed lighting throughout. Expansive backyard, perfect for entertaining. 2 car garage. Close to shopping, parks, and freeways. Many upgrades, don't miss this!","Composition","04/03/2017","","Sewer Connected","1,387","California","Pending","4144 Sabio CT ","Residential","Individual Electric Meters, Individual Gas Meters","62","Public","1967","94536","R1"
"45","18","1","1","3","Ceiling Fan","Santa Clara","$875,000","7","Cupertino Union","455","Yes","Crawl Space","1","Central Forced Air","Fremont Union High","475","Yes","37.317612","$875,000","03/24/2017","-121.983700","1,306","Sqft","ML81643777","No","2","381-53-057","Attached, Gate/Door Opener","Yes","San Jose","Res. Townhouse","Residential","This 3 bedrooms and 1 half bathroom.  Remodeled completely.  with washer/dryer included, fire place in family room very bright and open facing the green belt.  Close to Saratoga and 280 highway.  2 miles from the new APPLE SHIP BUILDING) Cupertino schools.  One car garage completely clean and remodeled with washer and dryer and new water tank. One space parking at the back of the unit. No show, no lock box till Monday 3/27/17.  Thanks","Concrete","03/31/2017","","Sewer Connections - LESS than 500 feet","1,306","California","Pending","4626 JAPONICA WAY ","Residential","Individual Electric Meters, Natural Gas","65","Public","1972","95129","R"
"43","13","2","1","4","Ceiling Fan, Central Forced Air","Santa Clara","$875,000","9","San Jose Unified","482","Yes","Concrete Slab","2","Central Forced Air","San Jose Unified","482","Yes","37.216314","$875,000","03/27/2017","-121.859903","1,728","Sqft","ML81644086","No","2","581-39-024","Attached, Common Parking Area","Yes","San Jose","Res. Townhouse","Residential","Beautiful 4 bedroom, 2.5 bath, 1,602 square feet of living space and great schools!!  Sellers are relocating the end of June and are looking for a rent back until then. Kitchen updated in 2015 with all new matching stainless steel appliances including new refrigerator, five-burner gas range, dishwasher, built-in microwave, trash compactor and new double sink. Nice recessed lighting giving a very modern feel. Crown molding in dining room, each bedroom and hallway upstairs. Brand new base boards upstairs and carpeting in February 2017. Beautiful half bathroom remodel downstairs in 2016. Stamped concrete patio & arbor construction. Large ceiling fans in each bedroom and nice closets with natural lighting. Spacious master suite with mirrored closet doors and deep soaking tub in master spa. Laminate floors through main entryways and in the upstairs office. Fresh paint throughout and new doors on each bedroom & bathroom upstairs.","Composition","04/04/2017","","Sewer - Public","1,602","California","Pending","6677 Copperwood CIR ","Residential","Public","59","Public","1974","95120","RM-CL"
"64","413","1","0","3","None","San Mateo","$875,000","8","San Mateo-Foster City Elementary","938","Yes","Concrete Perimeter, Raised","2","Central Forced Air","San Mateo Union High","939","No","37.560065","$875,000","03/30/2017","-122.299769","5,356","Sqft","ML81644645","No","1","035-273-190","Attached, Parking Area","No","San Mateo","Res. Single Family","Residential","NEW LISTING ! OPEN SUNDAY APRIL 9th 1pm-4pm   3 BEDROOM 1 BATHROOM  2 CAR GARAGE  ORIGINAL OWNER ! FRESH PAINT INSIDE.","Composition, Shingle","","","Sewer Connected","1,020","California","Active","1675 Mckinley ST ","Residential","Public","51","Public","1953","94403","R106"
"57","685","2","0","3","None","San Mateo","$874,900","7","Jefferson Elementary","693","Yes","Concrete Slab","2","Central Forced Air","Jefferson Union High","927","No","37.673312","$874,900","03/16/2017","-122.483641","3,400","Sqft","ML81642616","No","","008-355-070","Attached, Gate/Door Opener","No","Daly City","Res. Single Family","Residential","Beautiful Family Home In St. Francis Heights Neighborhood!  Gorgeous Views From The Living Room And Dining Room!  Hardwood Floors Throughout The Upstairs Living Space, Newly Refinished!  New Kitchen Linoleum And Master Bath Flooring!  Freshly Painted Interior And New Carpeting On The Staircase And Huge Downstairs Family Room!  Build In Desk In The Kitchen And Downstairs Family Room!  Wonderful Family Home W/Great Commute Location!","Composition","03/23/2017","","Sewer - Public","1,270","California","Pending","424 Lakeshire DR ","Residential","Public","62","Public","1960","94015","R10003"
"91","999","1","0","2","None","San Francisco","$873,000","14","San Francisco Unified","1,863","Yes","Concrete Perimeter and Slab","2","Central Forced Air - Gas","San Francisco Unified","1,863","No","37.743950","$873,000","03/23/2017","-122.488983","3,598","Sqft","ML81643667","No","","2360-001c","Attached, On Street, With Restrictions, Tandem Parking","No","San Francisco","Res. Single Family","Residential","Quiet location yet just one block from transportation, shopping and restaurants.  Spacious and bright 2 bedroom, 1 bath.  Features a formal entry opening up to living room with fireplace and elegant formal dining room.  Beautiful French doors separate the living and dining rooms.  Kitchen has plenty of counter and cabinet space.  Kitchen features a wonderful eat-in area. Access large yard through kitchen.  Original hardwood flooring.  Spacious tandem garage.  Easy access to major roadways.","Bitumen, Tile","04/06/2017","","Sewer - Public","1,300","California","Pending","2317 31 ST ","Residential","Public","80","Public","1926","94116","RH1"
"11","19","2","1","2","Central Forced Air","Santa Clara","$870,000","16","Sunnyvale","470","Yes","Concrete Slab","0","Central Forced Air","Fremont Union High","475","Yes","37.361771","$799,888","02/13/2017","-122.023611","1,864","Sqft","ML81638766","No","2","211-51-032","Carport, Guest / Visitor Parking","No","Sunnyvale","Res. Condominium","Residential","Silicon Valley Gem! Immaculate 2 bed, 2.5 bath two story condo, built in 2006 with an excellent location! Live in the heart of Silicon Valley! Close to shopping, dining and a easy commute, this condo has everything you need! Granite counters in the kitchen. Stainless steel appliances. The kitchen opens to the living room, with a fireplace, and dining room, with a dining bar for your convenience. Fresh paint, two master suites, and a fireplace upstairs as well. Indoor laundry.","Composition","03/01/2017","$870,000","Sewer - Public","1,171","California","Sold","625 E El Camino Real 108","Residential","Individual Electric Meters, Individual Gas Meters","64","Public","2006","94087","R1"
"62","14","2","0","3","Central Forced Air","Santa Clara","$870,000","9","Cambrian Elementary","453","Yes","Concrete Perimeter","2","Central Forced Air, Fireplace","Campbell Union High","473","No","37.267089","$870,000","03/28/2017","-121.923692","6,100","Sqft","ML81641156","No","1","419-06-021","Attached, Guest / Visitor Parking, On Street","No","San Jose","Res. Single Family","Residential","Great house with great schools & neighbors just waiting for your family to move in and make it yours!","Composition","04/06/2017","","Sewer - Public","1,260","California","Contingent","1878 Foxworthy AVE ","Residential","Public","61","Public","1955","95124","R1-8"
"60","8","2","0","3","None","Santa Clara","$869,900","1","Santa Clara Unified","483","Yes","Concrete Perimeter","2","Central Forced Air","Santa Clara Unified","483","No","37.364676","$869,900","04/06/2017","-121.993837","6,468","Sqft","ML81645616","No","2","220-17-004","Attached","Yes","Santa Clara","Res. Single Family","Residential","Enjoy the pear, plum, fig, almond, and orange trees at this partially remodeled Santa Clara home. The first floor is painted in inviting earth tones, with crown molding in the living room. The eat-in kitchen features a wood-burning fireplace, gas cooking, new linoleum, and tile countertops. A downstairs bedroom is perfect for guests or an older family member. Both the downstairs and upstairs bathrooms have been remodeled, with a glass-enclosed luxury shower upstairs. The large back yard is fenced with a wading pool to cool off during the summer. Or have lunch in the backyard patio area. Customize this home and make it yours!","Shingle","","","Sewer - Public","1,569","California","Active","3534 Notre Dame DR ","Residential","Public","58","Public","1957","95051","R1"
